,serviceCategories,versions,servicePrices,name,editor,short_description,description,number_if_subscription,serviceClass,main_serviceCategory,rating,task_name,keywordMainCategory,keywordName,keywordServiceCategories,eneable,deployment_type,eneable_trial,trial_period,configs,main_version,haveAndroidApp,haveIOSApp,benefits,gain_creators,pain_relievers,objectId,eneable_demo,rank,url_demo
49,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'jTlbZD7UHn'}, {'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}, {'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'EpKYNatgiA'}]",['3.5'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'S7143GMweM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4Q1ZU3K9JG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '2VuPFFFfEW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '9ZSLOxD6Qe'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7IQOMYgNjp'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Goh1jQ3AIG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kiCubqkRdZ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'B4NhELGUWs'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SA0Ae3Z8mt'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SMdv6WUGrX'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'iUkjzyA2FE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ygPE8tm2ZQ'}]",RosarioSIS,François Jacquet,"Free & open source Student Information System (SIS), also known as School Management System (SMS) or even School ERP.","RosarioSIS is a free, open-source Student Information System (SIS) that runs as a web application powered by PHP, JavaScript and PL/SQL. It can be accessed by any device that has an internet connection. Being modular, it features tools for managing fees, classes, teams, behaviour and finance while offering teacher and student portals. It is conveniently multilingual and offers Moodle integration
",7.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'jTlbZD7UHn'}",4.0,rosariosis,"['student', 'information', 'system']",['rosariosis'],"['student', 'information', 'system', 'content', 'management', 'system', 'enterprise', 'resource', 'planning']",True,Fully Automated,True,14.0,"[{'name': 'Admin user', 'value': 'admin'}, {'name': 'Admin password', 'value': 'admin'}]",3.5,False,False,"['It is completely free, well-developed and with no hidden fees.', 'It has an active and devoted team of developers that make sure the software is regularly updated, secure and includes all the modern features.', 'The functionalities, i.e. modules, cover all aspects any educational institution would need  while at the same time, the interface is mobile friendly.', 'The software’s update process is straightforward: All is done by replacing the core files with the new ones.', 'WYSIWYG HTML editor is specially designed to simplify content creation.']","['Prolific financial management system: RosarioSIS offers extensive accounting services to schools or any educational setting.', 'Student management system: Another excellent capability of RosarioSIS is the encompassing of the entire student management process.', 'Availability: It supports access on any available device that has an internet connection - yes, smartphones and tablets too.', 'Responsive design: Includes all-customisable features, colourful charts that help visual learning and reporting as well as in-help for students and teachers.']","[""Moodle integration: Enforcing RosarioSIS's administrative management capabilities, Moodle completes the educational and learning criteria for future professionals."", 'Efficiently scheduling classes and activities: Duties that used to require days to complete, Rosario Scheduler needs minutes to finish.', ""A must-have tool for educators:\xa0Its approach to covering all aspects of teachers' responsibilities is incredible.""]",TB8PwodfDY,,,
50,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}]","['2.8.1', '2.8.2']","[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",HESK , Klemen Stirn,"A simple, user-friendly help desk software with an integrated knowledgebase.","HESK is a free help desk software that allows all tickets to be managed from a single point of access with a powerful ticket management tool and automation options. Based on the results, the system generates staff performance reports and overall analytics. The software comes with an integrated knowledge base and can be updated with your FAQ’s queries and solutions. 
",8.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}",3.5,hesk,"['help', 'desk']",['hesk'],"['help', 'desk']",True,Partly Automated,True,14.0,"[{'name': 'install path', 'value': '/install'}, {'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'hesk'}, {'name': 'MySQL Database User', 'value': 'hesk'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",2.8.1,False,False,"['This help desk software offers clients and partners numerous ways to resolve clients’ queries.', 'It is a completely free open-source software that does not include any hidden charges.', 'It is a quite extensive, user-friendly software offering self-service portal, knowledgebase, surveys and much more.', 'HESK support multiple languages which allows clients and staff to accurately understand and address any given problem.', 'It offers a long list of help desk platforms to choose from with advisory articles on how to make the right decision.']","['Capacity: HESK’s advantage is its capacity to support an unlimited number of users and an unlimited amount of tickets.', 'Simple aggregated interface: It divides all its features into two groups: Client Interface and Staff Interface and both are packed with feature.', 'Knowledgebase: It offers quite comprehensive ready-to-use knowledgebase.', 'Ticket processing: HESKS’s ticket management system offers tracking, organising and prioritizing according to your criteria of urgency.']","['Elaborate support system: It offers centralized support system by incorporating web forms, email and telephone.', 'Efficient communication: It reduces the back-and-forth communication to a minimum by gathering prerequisite information and offering canned responses.', 'Useful functions: HESK includes anti-spam system, reporting statistics and reply ratings that can help for future queries.']",Yaums85LS6,,,
51,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'V3WOoqOqQF'}]",['1.1.463'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",RStudio Server,RStudio,"A development environment for R, a programming language for  computing and graphics.","RStudio is a powerful open-source data recovery software that operates online and on-premises. Although it is not a free interface, it maintains regular clients around the world because of the pronounced visual representation of data, which comes in handy when doing heavy R coding. The variables are clearly defined that you can see them with just a click. RStudio is overall a comfortable, friendly environment for developers.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'V3WOoqOqQF'}",4.0,rstudio,"['software', 'ide']","['rstudio', 'server']","['software', 'ide']",True,Fully Automated,True,14.0,"[{'name': 'Username', 'value': 'rstudio'}, {'name': 'Password', 'key': 'pwd'}]",1.1.463,False,False,"['It is a free software that does not require purchasing license.', 'The out-of the box tools are well integrated and ready to use.', 'The user interface is friendly and straightforward enough to navigate through.', 'It ensures safe and secure environment.', 'RStudio boasts easy and fast execution time.']","['Superior serviceability: It supports and seamlessly integrates multiple programming languages.', 'Availability: RStudio is available for on-premise and cloud-based operation.', 'Efficiency: Its features enable you to do your work faster and with enhanced productivity.', 'Comprehensive text editor: RStudio’s text editor is fully-featured with syntax highlighting, find/replace  with regular expressions and many more options.']","['Autocomplete option: RStudio includes intuitive autocomplete functionality to make your work as effortless as possible.', 'Full view of syntax results: RStudio is designed to ease the script creating process because it automatically adjusts your script and result windows.', 'Interoperability: RStudio makes seamless interactions between all stored objects in your environment along with the summaryof information within them.']",cOJ226nCZ4,,,
52,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '0wvHuyIHIc'}]",['5.2.0'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Alfresco,"Alfresco Software, Inc.",Alfresco is a collection of information management software products for Microsoft Windows and Unix-like operating systems developed using Java technology. ,"Alfresco’s ECM open-source cloud platform offers an adaptable hybrid architecture that operates on Java technology and supports open standards. It is compatible with most file types, has flexible features for creating an automated workflow as well as building custom group projects or sites. Having a records and storage management tool is a big plus. Alfresco makes all the processes GDPR compliant.
",5.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '0wvHuyIHIc'}",4.0,alfresco,"['storage', 'services']",['alfresco'],"['storage', 'services']",True,Fully Automated,True,14.0,"[{'name': 'Admin user', 'value': 'admin'}, {'name': 'Admin password', 'value': 'admin'}]",5.2.0,True,True,"['The software allows creating customisable templates that can be automated by specifying triggers which enable the system to automatically apply tags or labels.', 'Alfresco’s integrations expedite the process of finding, sharing and securing files and documents.', 'Administrators can adjust permission settings that comply with  user’s role granting access to relevant, but not necessarily sensitive information.', 'Alfresco comes with imaging and OCR functionalities that turn scanned files, images and videos into.', 'Being greatly scalable, it covers array of file types while simultaneously tracking different workflows, departments, locations and functions.']","['Versioning: Keeps track of all changes made on a document and who made them while retaining the older version for future reference if needed.', 'Enhanced productivity: Having all files in a single repository enables effortless organisation and cooperation with clients.', 'Highly flexible: Supports extensions and plug-ins to include various capabilities to match your business goals.']","['Measure your success: By unifying performed processes and procedures while defining the flows, Alfresco allows managers to quantify the results and solve problems.', 'High performance: Alfresco’s load capacity of 150-200 docs/sec is helped by the new asynchronous REST API .', 'Adapltable:  Spreads through the intersections of different collaborating teams and keeps being adopted by more users.']",5FEtwwKJtY,,,
53,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FxgqQpisjq'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '5q6NZa08kk'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SEkYlC1vXs'}]",Storage and backup,,Storage and backup,Storage and backup,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'uJWp24kmaM'}",,,storage_and_backup,,,,True,Not Automated,True,14.0,,,,,,,,RVixlLfKEe,True,,
54,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SbA5kZduF0'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lHgYedLRzi'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ErJrrENwT5'}]",Security,,Security,Security,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'yMkRcJaqIy'}",,,security,,,,True,Not Automated,True,14.0,,,,,,,,J9xVEEspC9,True,,
55,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBwcAGCTUI'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'oFsx0GckLE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '3t7OYmLaCj'}]",CPU,,CPU,CPU,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'blYPRkCdXx'}",,,cpu,,,,True,Not Automated,True,14.0,,,,,,,,gamwPOt7Cj,True,,
56,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '5BOsPpjFjy'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'jrwR0qfdPn'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'A6ZxvxRzdx'}]",Memory,,memory,Memory,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'auOs2TWosA'}",,,memory,,,,True,Not Automated,True,14.0,,,,,,,,i0VIppkrVf,True,,
57,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'DsE1h0Zgy4'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'J9gfYfHGRZ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'bon7nGkrLO'}]",Support SLA Level,,Support SLA Level,Support SLA Level,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'l9L2GsZCzA'}",,,support_sla_level,,,,True,Not Automated,True,14.0,,,,,,,,mcCmTKqg1r,True,,
58,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '35L47HpO9D'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'a1dqUq1esm'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eZYbG1nBok'}]",Professional service,,Professional service,Professional service,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'rE3wwgzgAd'}",,,professional_service,,,,True,Not Automated,True,14.0,,,,,,,,E5XesK4yRA,True,,
59,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}]",['1.3.2'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Easy!Appointments,Easy!Appointments,Organize your business! Exploit human resources that can be used in other tasks more efficiently.,"Easy!Appointments is a highly customizable web application that allows your customers to book appointments with you via the web. Moreover, it provides the ability to sync your data with Google Calendar so you can use them with other services. It is an open source project and you can download and install it even for commercial use. Easy!Appointments will run smoothly with your existing website, because it can be installed in a single folder of the server and of course, both sites can share the same database. Learn more about the project in the Features page.",12.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",,easyappointments,"['software', 'ide']","['easyappointments', 'easy']","['software', 'ide']",True,Partly Automated,True,14.0,"[{'name': 'Admin user', 'value': 'admin'}, {'name': 'Admin password', 'value': 'admin'}]",1.3.2,False,,[],[],[],jKgY0RcJsL,True,,https://demo.easyappointments.org/
60,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'bE2EnY4Ehv'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'XF0D0kxec3'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'UJOSbv0kDh'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'uSIrjwRD25'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'yqEME0AXcw'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'nXZXr75CQ8'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'upofTAi5tf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'J6wNR8CzpS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'tpYCuEVZvx'}]",Video Conferencing,,,,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'NRYUvAFUQY'}",,,videoconferencing,,,,True,,True,30.0,,,,,,,,rak2jcD87f,,,
61,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'bE2EnY4Ehv'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'XF0D0kxec3'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'UJOSbv0kDh'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'uSIrjwRD25'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'yqEME0AXcw'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'nXZXr75CQ8'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'upofTAi5tf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'J6wNR8CzpS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'tpYCuEVZvx'}]",,,,,,,"{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '0wvHuyIHIc'}",,test,,,,,,,,,,,,,,,xxGhMjJNdx,,,
62,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}]",['3.0.3.3'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WyRlkmAw6G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SykQsRCcZr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7XmSL7PCvS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Gyn4DtR4zW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouCAcAFddE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'JBHAIK5ehS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6zWR9BSb9p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Dz5hgZZ3pf'}]",OpenCart,"Daniel Kerr, Owner","No monthly fees, no catches; just an effective and customizable platform for your new ecommerce store.","Opencart is an easy to-use, powerful, Open Source online store management program that can manage multiple online stores from a single back-end. Administrative area simply by filling in forms and clicking “Save”. There are many professionally-written extensions available to customize the store to your needs.",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}",3.0,opencart,"['ecommerce', 'platform', 'sales']",['opencart'],"['content', 'management', 'system']",True,Fully Automated,False,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'invoiceplane'}, {'name': 'MySQL Database User', 'value': 'invoiceplane'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",3.0.3.3,False,False,"['OpenCart is 100% free. FREE, open-source and easy to use ecommerce platform!', 'No monthly fees, no catches; just an effective and customizable platform for your new ecommerce store. Simply install, choose your template, and add products and you’re ready to start accepting orders.', 'Stick with the modern, responsive default theme or choose from thousands of themes online to make your store unique and perfectly suited for your business.', 'Use the quick and concise dashboard to keep track of your sales, or choose from one of the many menu options to view more detail.', 'With a huge range of features included out-of- the-box and over 14,000 additional extensions available to download, OpenCart is perfect for ecommerce stores of any size, any industry, any budget.']","['Sell in any currency, anywhere in the world. Get automatic rates updates. Set up different taxes. Ecommerce selling made easy.', 'Create filters in the same way you create categories. This is a great way for customers to refine and narrow down just about anything in your store. Easy find - easy buy.', 'OpenCart offers an easy way for customers to get subscribed to your newsletter. Once they do this you can easily get started with your email marketing campaigns.', 'Available in more than 40 languages and counting! Easily handles Chinese, Japanese, Greek, and even right-to-left languages such as Arabic and Hebrew.']","['Authorize.Net, Amazon Payments, First Data, Klarna, LiqPay, Skrill, PayPal, SagePay and many more. Choose any of the 36 Payment methods that come integrated with OpenCart or download among hundreds more available via the OpenCart marketplace.', 'The most world-renowned Shipping methods, integrated for you. OpenCart has integrations with Australia Post, Citylink, FedEx, Parcelforce, Royal mail, UPS, USPS and much more. There are also hundreds of other shipping methods available in the OpenCart Marketplace.', 'Expanding your store functionality is a piece of cake. The Extension Installer allows you to upload modules with a few clicks and no technical knowledge.']",kKLQbahrMs,False,,
63,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'jTlbZD7UHn'}, {'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}, {'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'EpKYNatgiA'}]",['20.0.00'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'S7143GMweM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4Q1ZU3K9JG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '2VuPFFFfEW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '9ZSLOxD6Qe'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7IQOMYgNjp'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Goh1jQ3AIG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kiCubqkRdZ'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'B4NhELGUWs'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SA0Ae3Z8mt'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SMdv6WUGrX'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'iUkjzyA2FE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ygPE8tm2ZQ'}]",Gibbon,Gibbon Edu,"Free, open source and flexible school portal or Student Information System (SIS).","Gibbon is a free, open-source and flexible Student Information System (SIS) that runs as a web application powered by PHP, JavaScript and MySQL. It is flexible, extensible and themeable, whilst aiming to help teachers to do their jobs. Gibbon aims to provide all schools, no matter their size or resources they have, with the systems they need to provide effective learning, teaching and school management. ",2.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'jTlbZD7UHn'}",4.0,gibbon,"['student', 'information', 'system']",['gibbon'],"['student', 'information', 'system', 'content', 'management', 'system', 'enterprise', 'resource', 'planning']",True,Fully Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'invoiceplane'}, {'name': 'MySQL Database User', 'value': 'invoiceplane'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",20.0.00,False,False,"['Manage fees, billing schedules and invoicees, and use them to generate and email invoices, receipts and payment reminders.', 'Capture details of both Internal and External Assessments taken by students, and allow teachers to use the data to improve understanding of their students.', 'The Student Profile brings together information on individual students from across the system and makes it available to appropriate people in a single place. ', 'Empower certain users (staff, parents) to update personal and medical data for members of their families, allowing schools to keep data updated without the need for paper forms.', 'Quickly and easily send messages out to flexible groups of users drawn from other areas of the system, such as students and parents from a particular form group, teaching class or activity.']","['Student Centred: Gibbon collates student information, helping teachers to understand, contact, find and help their students.', 'Teacher Led: Gibbon is built by teachers to solve problems common to all schools, allowing seamless planning, teaching and assessment.', 'Unified Access: Teachers, students, parents and administrators all access Gibbon from the same web-based platform, with highly configurable levels of access.', 'Free & Flexible: Gibbon is free, open source software: its flexible design gives schools complete control and freedom.']","['Crowd Assessment: Allow student work to be shared to flexible sets of users, who can view and discuss the work.', 'Tracking: Use data from the Markbook and Formal Assessments modules, and graph it, individually or by cohort, to see student and school development over time.', 'Markbook: Continuously record and report on academic data across all subjects and choose to make it available to the students and their parents.']",f9WeJggEuN,,,
